大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万大众 宝来 2015款 质惠版 1.6L 自动舒适型, 2016年,4.0万公里, 到店服务, 6.49万大众 宝来 2011款 1.4T 手动舒适型, 2011年,9.2万公里, 到店服务, 3.26万日产 轩逸 2012款 1.6XL CVT豪华版, 2013年,9.8万公里, 到店服务, 5.64万哈弗H1 2016款 改款 蓝标 1.5L 手动舒适型, 2016年,3.8万公里, 到店服务, 3.52万别克 君威 2014款 2.0L 精英时尚型, 2015年,5.1万公里, 到店服务, 7.56万菲亚特 菲翔 2017款 1.4T 自动悦享版, 2018年,0.8万公里, 到店服务, 5.75万别克GL8 2014款 2.4L 经典版, 2016年,8.1万公里, 到店服务, 9.10万丰田 YARiS L 致炫 2019款 1.5E CVT魅动版 国VI, 2019年,0.6万公里, 到店服务, 6.87万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,6.9万公里, 到店服务, 6.57万本田 缤智 2015款 1.8L CVT两驱豪华型, 2015年,7.7万公里, 到店服务, 9.40万大众 途观 2016款 300TSI 自动两驱风尚版, 2016年,8.0万公里, 到店服务, 11.91万大众 朗行 2013款 1.6L 自动舒适型, 2015年,3.8万公里, 到店服务, 6.47万起亚 智跑 2015款 2.0L 自动两驱版DLX, 2015年,6.3万公里, 到店服务, 7.91万别克 昂科威 2014款 28T 四驱豪华型, 2015年,5.6万公里, 到店服务, 12.63万中华H330 2013款 1.5L 自动豪华型, 2014年,6.6万公里, 到店服务, 2.96万宝马3系 2016款 316Li 时尚型, 2016年,5.8万公里, 到店服务, 17.10万荣威550 2014款 550S 1.8L 自动智选版, 2015年,3.4万公里, 到店服务, 4.56万日产 阳光 2015款 1.5XE CVT大师版, 2016年,4.7万公里, 到店服务, 5.12万本田 锋范经典 2008款 1.5L 自动精英版, 2011年,10.0万公里, 到店服务, 4.24万现代 朗动 2012款 1.6L 自动领先型, 2013年,7.2万公里, 到店服务, 5.10万别克 昂科拉 2014款 1.4T 自动两驱都市精英型, 2014年,4.0万公里, 到店服务, 6.10万大众 朗行 2013款 1.4TSI 自动舒适型, 2015年,9.8万公里, 到店服务, 6.78万现代 全新胜达 2013款 2.4L 自动两驱智能型, 2015年,7.7万公里, 到店服务, 9.66万现代 途胜 2013款 2.0L 自动两驱舒适型, 2016年,3.7万公里, 到店服务, 6.77万福特 翼搏 2013款 1.5L 自动风尚型, 2015年,4.8万公里, 到店服务, 5.19万日产 天籁 2013款 2.0L XL舒适版, 2013年,8.1万公里, 到店服务, 8.54万福特 福克斯 2017款 两厢 1.6L 自动舒适型智行版, 2017年,9.4万公里, 到店服务, 6.03万现代 途胜 2015款 1.6T 双离合两驱智能型, 2016年,5.6万公里, 到店服务, 9.63万本田 雅阁 2014款 2.0L LX 舒适版, 2014年,3.4万公里, 到店服务, 10.59万本田CR-V 2012款 2.0L 四驱经典版, 2012年,13.6万公里, 到店服务, 8.99万大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 7.37万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,8.5万公里, 到店服务, 7.43万长安CS75 2014款 1.8T 自动精英型 国IV, 2015年,6.5万公里, 到店服务, 6.40万哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,6.3万公里, 到店服务, 5.81万大众 凌渡 2015款 230TSI 手动风尚版, 2016年,7.6万公里, 到店服务, 7.43万大众 速腾 2014款 1.4TSI 自动豪华型, 2014年,9.0万公里, 到店服务, 6.83万起亚K2 2012款 两厢 1.4L AT 炫酷纪念版, 2013年,4.8万公里, 到店服务, 4.36万马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2018年,4.5万公里, 到店服务, 8.73万大众 朗行 2013款 1.6L 自动舒适型, 2014年,2.7万公里, 到店服务, 6.28万
大众 朗逸 2013款 改款经典 1.6L 自动风尚版, 2015年,7.7万公里, 到店服务, 5.91万
丰田 凯美瑞 2013款 200G 经典豪华版, 2013年,10.9万公里, 到店服务, 9.01万
奔驰C级 2016款 C 200 L 运动型, 2016年,10.7万公里, 到店服务, 22.79万
保时捷Macan 2017款 Macan 2.0T, 2018年,3.4万公里, 到店服务, 46.32万
丰田 RAV4 2012款 炫装版 2.4L 自动四驱豪华, 2012年,7.5万公里, 到店服务, 8.93万
现代 瑞纳 2014款 1.4L 手动智能型GLS, 2016年,1.8万公里, 到店服务, 3.86万
起亚K3 2016款 1.6L 自动GL, 2018年,1.8万公里, 到店服务, 6.96万
奔腾B50 2013款 1.6L 手动豪华型, 2015年,5.9万公里, 到店服务, 3.35万
大众 速腾 2018款 180TSI DSG臻享版, 2018年,5.6万公里, 到店服务, 9.31万
荣威360 2017款 1.5L 自动豪华版, 2017年,2.7万公里, 到店服务, 6.00万
吉利 博越 2016款 1.8TD 自动智尚型, 2018年,3.0万公里, 到店服务, 8.19万
起亚 智跑 2015款 2.0L 自动两驱版GLS, 2016年,3.9万公里, 到店服务, 8.91万
哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱精英型, 2016年,5.8万公里, 到店服务, 6.70万
宝骏730 2016款 1.5T 手动豪华型 7座, 2016年,5.7万公里, 到店服务, 5.21万
本田 奥德赛 2009款 2.4L 豪华版, 2010年,8.8万公里, 到店服务, 9.55万
纳智捷 U5 SUV 2017款 1.6L CVT爵士版, 2017年,2.4万公里, 到店服务, 4.28万
奥迪A4L 2015款 35 TFSI 自动标准型, 2015年,12.8万公里, 到店服务, 15.35万
标致308 2012款 1.6L 自动风尚型, 2013年,7.8万公里, 到店服务, 3.99万
别克 阅朗 2018款 18T 自动精英型, 2018年,1.5万公里, 到店服务, 7.62万
丰田 卡罗拉 2014款 1.6L CVT GL-i, 2015年,6.2万公里, 到店服务, 8.33万
丰田 凯美瑞 2013款 2.0G 舒适版, 2013年,8.2万公里, 到店服务, 9.66万
荣威e550 2016款 尊享版, 2017年,1.9万公里, 到店服务, 7.71万
福特 嘉年华 2013款 两厢 1.5L 自动品尚型, 2014年,7.9万公里, 到店服务, 4.13万
宝马3系 2018款 320Li M运动曜夜版, 2018年,1.9万公里, 到店服务, 23.16万
日产 轩逸 2016款 1.6XL CVT尊享版, 2018年,5.2万公里, 到店服务, 8.47万
本田XR-V 2017款 1.5L LXi CVT经典版, 2017年,3.3万公里, 到店服务, 10.51万
东风风行 景逸X5 2017款 劲享系列 1.5T CVT豪华型, 2018年,3.4万公里, 到店服务, 6.51万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2017年,4.6万公里, 到店服务, 8.28万
丰田 威驰 2017款 1.5L 手动创行版, 2017年,7.5万公里, 到店服务, 5.40万
日产 天籁 2013款 2.0L XL舒适版, 2016年,7.1万公里, 到店服务, 11.83万
宝骏730 2016款 改款 1.5L 手动标准型 5座, 2017年,12.2万公里, 到店服务, 4.36万
起亚 智跑 2012款 2.0L 自动两驱版GL, 2013年,9.4万公里, 到店服务, 6.98万
长安CS75 2017款 尚酷版 1.5T 自动锋享型, 2018年,0.9万公里, 到店服务, 7.44万
福特 福克斯 2017款 两厢 EcoBoost 125 自动超能风尚型智行版, 2017年,3.6万公里, 到店服务, 7.17万
斯柯达 柯迪亚克 2017款 TSI330 7座两驱豪华版, 2017年,2.8万公里, 到店服务, 15.00万
英菲尼迪QX60 2018款 2.5T Hybrid 两驱冠军家庭版(进口), 2019年,1.8万公里, 到店服务, 35.25万
奔驰C级 2016款 C 200 L 运动型, 2016年,6.6万公里, 到店服务, 22.56万
福特 探险者 2013款 3.5L 尊享型(进口), 2014年,9.0万公里, 到店服务, 22.14万
君马汽车 君马MEET 3 2018款 1.5T CVT豪华型, 2018年,1.0万公里, 到店服务, 6.42万
福特 嘉年华 2013款 两厢 1.5L 自动时尚型, 2014年,4.3万公里, 到店服务, 4.70万
别克 威朗 2019款 三厢 15S 自动进取型, 2019年,0.1万公里, 到店服务, 11.14万
菲亚特 菲翔 2017款 1.4T 自动悦享版, 2017年,7.8万公里, 到店服务, 5.26万
本田CR-V 2013款 2.4L 两驱豪华版, 2014年,6.2万公里, 到店服务, 12.68万
本田 雅阁 2015款 2.0L LX 舒适版, 2015年,7.2万公里, 到店服务, 11.52万
长安 悦翔V7 2016款 1.6L 手动乐尚型 国V, 2016年,2.4万公里, 到店服务, 3.33万
雪佛兰 迈锐宝 2016款 2.0L 自动舒适版, 2016年,4.6万公里, 到店服务, 8.26万
斯柯达 昕动 2016款 1.6L 自动创行版, 2016年,2.4万公里, 到店服务, 5.85万
起亚 2015款 索兰托L 2.4L 汽油4WD精英版 5座 国V(进口), 2016年,8.0万公里, 到店服务, 13.19万
日产 轩逸 2012款 经典 1.6XE 自动舒适版, 2016年,8.1万公里, 到店服务, 6.51万
起亚K3 2016款 1.6L 自动GL, 2016年,2.6万公里, 到店服务, 6.22万
别克 威朗 2019款 三厢 15S 自动领先型, 2019年,1.1万公里, 到店服务, 8.84万
斯柯达 昕锐 2013款 1.6L 自动乐选型, 2014年,6.9万公里, 到店服务, 5.10万
起亚K5 2014款 2.0L 自动LUXURY, 2015年,3.6万公里, 到店服务, 9.19万
起亚K3 2016款 1.6L 自动GL, 2018年,3.0万公里, 到店服务, 6.75万
大众 高尔夫 2018款 230TSI 自动舒适型, 2018年,2.6万公里, 到店服务, 11.63万
现代 途胜 2015款 1.6T 双离合两驱智能型, 2017年,5.4万公里, 到店服务, 10.40万
奔驰GLC级 2016款 GLC 300 4MATIC 动感型, 2016年,4.3万公里, 到店服务, 27.61万
大众POLO 2014款 1.6L 自动舒适版, 2016年,3.2万公里, 到店服务, 6.30万
大众 帕萨特 2016款 330TSI DSG尊荣版, 2016年,7.3万公里, 到店服务, 13.15万
日产 蓝鸟 2016款 1.6L CVT炫酷版, 2018年,2.0万公里, 到店服务, 8.45万
日产 阳光 2011款 1.5XE 手动舒适版, 2013年,14.3万公里, 到店服务, 2.79万
起亚K2 2012款 三厢 1.4L AT GLS纪念版, 2015年,7.4万公里, 到店服务, 4.70万
日产 奇骏 2014款 2.0L CVT舒适版 2WD, 2017年,7.4万公里, 到店服务, 12.84万
凯迪拉克ATS-L 2016款 28T 时尚型, 2016年,5.5万公里, 到店服务, 15.05万
雪铁龙 C4世嘉 2018款 1.6L 自动豪华型, 2018年,1.7万公里, 到店服务, 7.04万
吉利 博越 2016款 1.8TD 自动智慧型, 2017年,5.5万公里, 到店服务, 7.61万
大众POLO 2014款 1.4L 手动风尚版, 2015年,6.2万公里, 到店服务, 4.19万
长安CS35 2017款 1.6L 自动豪华型, 2017年,2.6万公里, 到店服务, 4.89万
斯柯达 昕锐 2016款 1.6L 手动创行版, 2017年,3.9万公里, 到店服务, 4.82万
本田 奥德赛 2015款 改款 2.4L 智享版, 2018年,4.1万公里, 到店服务, 21.47万
日产 天籁 2016款 2.0L XE时尚版, 2017年,5.1万公里, 到店服务, 11.80万
路虎 揽胜极光 2015款 2.0T 五门风尚版, 2016年,6.7万公里, 到店服务, 18.79万
雷克萨斯NX 2017款 200 前驱 锋行版, 2018年,1.9万公里, 到店服务, 24.74万
雪佛兰 迈锐宝 2017款 1.5T 自动豪华版, 2017年,3.6万公里, 到店服务, 9.68万
大众 朗逸 2015款 1.6L 自动舒适版, 2016年,4.3万公里, 到店服务, 7.41万
奇瑞 瑞虎5 2016款 2.0L CVT家悦版, 2016年,10.9万公里, 到店服务, 4.92万
奥迪Q5 2016款 40 TFSI 技术型, 2016年,10.8万公里, 到店服务, 21.39万
宝马5系 2011款 523Li 豪华型, 2011年,14.2万公里, 到店服务, 15.42万
马自达 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国V, 2018年,3.9万公里, 到店服务, 9.29万
本田 飞度 2016款 1.5L LXS CVT舒适天窗版, 2016年,8.7万公里, 到店服务, 6.38万
哈弗H2 2016款 红标 1.5T 自动两驱豪华型, 2016年,5.3万公里, 到店服务, 6.27万
大众 宝来 2014款 1.6L 自动舒适型, 2014年,4.9万公里, 到店服务, 5.86万
斯柯达 明锐 2013款 1.6L 自动逸俊版, 2013年,4.7万公里, 到店服务, 5.03万
别克 君威 2015款 1.6T 领先技术型, 2016年,4.7万公里, 到店服务, 8.47万
大众CC 2013款 1.8TSI 豪华型, 2014年,3.5万公里, 到店服务, 12.84万
日产 轩逸 2012款 经典 1.6XE 手动舒适版, 2015年,5.4万公里, 到店服务, 4.28万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2012年,7.5万公里, 到店服务, 4.90万
雪佛兰 科鲁兹 2012款 1.6L SL天地版 AT, 2013年,1.9万公里, 到店服务, 4.64万
大众 宝来 2014款 1.6L 手动时尚型, 2014年,8.8万公里, 到店服务, 4.00万
别克GL8 2014款 2.4L CT豪华商务舒适版, 2017年,5.8万公里, 到店服务, 15.54万
大众 迈腾 2015款 1.8TSI 领先型, 2015年,5.2万公里, 到店服务, 10.71万
别克 昂科拉 2013款 1.4T 自动两驱精英型, 2013年,8.3万公里, 到店服务, 5.12万
大众 朗逸 2011款 1.6L 自动品轩版, 2011年,10.8万公里, 到店服务, 3.64万
哈弗H6 2014款 运动版 1.5T 手动两驱精英型, 2015年,6.2万公里, 到店服务, 5.16万
别克 君越 2013款 2.4L SIDI领先舒适型, 2014年,7.6万公里, 到店服务, 9.19万
奥迪A7 2013款 50 TFSI quattro舒适型(进口), 2014年,4.8万公里, 到店服务, 31.16万
雪佛兰 迈锐宝 2013款 2.0L 自动豪华版, 2013年,7.0万公里, 到店服务, 6.60万
别克 君越 2012款 2.4L SIDI豪雅版, 2013年,8.6万公里, 到店服务, 8.50万
大众 高尔夫 2015款 1.4TSI 自动舒适型, 2015年,6.7万公里, 到店服务, 8.36万
大众 捷达 2013款 1.4L 手动舒适型, 2014年,7.0万公里, 到店服务, 3.67万
荣威350 2015款 1.5L 自动豪华天窗版, 2015年,3.9万公里, 到店服务, 3.91万
雪铁龙 爱丽舍 2016款 1.6L 手动时尚型, 2016年,7.5万公里, 到店服务, 3.61万
奥迪Q5 2015款 40 TFSI 进取型, 2015年,10.6万公里, 到店服务, 19.63万
斯柯达 昊锐 2010款 1.4TSI DSG智雅版, 2011年,7.6万公里, 到店服务, 4.65万
标致3008 2013款 1.6THP 自动至尚版, 2013年,8.7万公里, 到店服务, 5.86万
北汽绅宝 绅宝X25 2015款 1.5L 手动舒适型, 2017年,4.3万公里, 到店服务, 3.30万
本田 凌派 2015款 1.8L 自动超配限量版, 2015年,5.4万公里, 到店服务, 7.82万
大众 迈腾 2016款 1.8TSI 智享舒适型, 2016年,8.5万公里, 到店服务, 11.35万
大众 2016款 途安L 280TSI 自动舒雅版, 2017年,2.7万公里, 到店服务, 11.63万
现代ix35 2012款 2.0L 自动两驱精英版GLS, 2012年,6.6万公里, 到店服务, 6.33万
本田 飞度 2014款 1.5L LX CVT舒适型, 2016年,6.3万公里, 到店服务, 6.03万
别克 英朗 2016款 15N 自动精英型, 2017年,10.1万公里, 到店服务, 6.24万
哈弗H6 2015款 运动版 1.5T 自动两驱豪华型, 2016年,4.6万公里, 到店服务, 5.91万
雪铁龙C5 2013款 2.0L 自动尊享型, 2014年,8.1万公里, 到店服务, 6.96万
斯柯达 明锐 2015款 1.6L 自动逸俊版, 2015年,4.6万公里, 到店服务, 7.90万
别克 英朗 2013款 GT 1.6L 自动时尚版, 2014年,7.3万公里, 到店服务, 5.77万
大众 迈腾 2015款 改款 1.8TSI 豪华型, 2015年,13.2万公里, 到店服务, 11.72万
大众 宝来 2011款 1.6L 手动时尚型, 2011年,9.0万公里, 到店服务, 3.20万
别克GL8 2014款 2.4L 经典版, 2016年,8.4万公里, 到店服务, 9.68万
福特 福克斯 2012款 三厢 1.6L 自动舒适型, 2012年,5.9万公里, 到店服务, 4.77万
大众 迈腾 2018款 330TSI DSG 领先型, 2018年,2.5万公里, 到店服务, 16.63万
哈弗H6 2017款 蓝标 2.0T 自动两驱智尚型, 2017年,5.5万公里, 到店服务, 9.21万
日产 楼兰 2017款 2.5L XL 两驱智尚版, 2017年,3.9万公里, 到店服务, 16.74万
大众 凌渡 2018款 230TSI DSG风尚版, 2018年,3.8万公里, 到店服务, 9.86万
五菱宏光 2015款 1.5L S1舒适国V, 2017年,2.8万公里, 到店服务, 4.05万
奔驰C级 2015款 C 200 L 运动型, 2015年,9.1万公里, 到店服务, 23.07万
传祺GS4 2017款 235T 自动两驱精英版, 2018年,1.2万公里, 到店服务, 8.37万
日产 逍客 2017款 2.0L CVT智享版 国VI, 2019年,1.9万公里, 到店服务, 12.82万
大众 捷达 2015款 质惠版 1.4L 手动时尚型, 2017年,6.5万公里, 到店服务, 4.65万
福特 蒙迪欧新能源 2018款 2.0 PHEV 智尚型, 2018年,0.5万公里, 到店服务, 16.91万
斯柯达 昕锐 2018款 1.6L 自动舒适版, 2018年,1.7万公里, 到店服务, 7.15万
丰田 凯美瑞 2013款 200E 经典精英版, 2013年,12.1万公里, 到店服务, 10.34万
保时捷Macan 2017款 Macan 2.0T, 2017年,2.4万公里, 到店服务, 42.75万
宝骏310 2016款 1.2L 手动豪华型, 2017年,2.0万公里, 到店服务, 3.35万
奔驰C级 2018款 C 200 运动版, 2018年,2.5万公里, 到店服务, 24.65万
三菱 帕杰罗 2011款 3.8L 尊贵版(进口), 2012年,8.1万公里, 到店服务, 20.50万
宝骏730 2016款 1.5L 手动舒适型 7座 国V, 2016年,5.6万公里, 到店服务, 4.66万
现代 领动 2018款 1.6L 自动15周年特别版, 2018年,4.2万公里, 到店服务, 8.36万
大众 朗逸 2017款 1.6L 自动舒适版, 2017年,7.3万公里, 到店服务, 8.10万
现代 朗动 2015款 1.6L 自动领先型, 2015年,5.7万公里, 到店服务, 6.32万
上汽大众T-Cross 2019款 280TSI DSG舒适版, 2019年,0.9万公里, 到店服务, 11.52万
长安 睿骋CC 2018款 1.5T 自动豪雅型光芒版 国V, 2020年,0.5万公里, 到店服务, 8.73万
传祺GS3 2017款 200T 自动尊贵版, 2018年,0.9万公里, 到店服务, 7.54万
福特 途睿欧 2017款 2.0T 自动精英版, 2017年,7.7万公里, 到店服务, 14.80万
雪佛兰 迈锐宝 2017款 1.5T 自动豪华版, 2017年,2.9万公里, 到店服务, 10.42万
MG3 2014款 1.3L AMT舒适版, 2014年,6.1万公里, 到店服务, 3.42万
路虎 揽胜极光 2018款 200PS PURE 新尚版, 2018年,1.7万公里, 到店服务, 20.96万
凯迪拉克ATS-L 2017款 28T 技术型, 2019年,18.0万公里, 到店服务, 19.74万
哈弗H6 2018款 红标 运动版 1.5T 自动两驱精英型, 2017年,3.9万公里, 到店服务, 7.17万
奔驰C级 2015款 改款 C 200 L 运动型, 2015年,7.6万公里, 到店服务, 20.45万
标致308 2016款 1.6L 自动时尚版, 2017年,3.5万公里, 到店服务, 7.26万
奔驰C级 2017款 C 200 L 运动版, 2017年,5.2万公里, 到店服务, 25.46万
日产 骐达 2014款 1.6L CVT智能型, 2015年,8.4万公里, 到店服务, 7.33万
日产 轩逸 2016款 经典 1.6XE 自动领先版, 2017年,8.1万公里, 到店服务, 5.81万
现代 领动 2016款 1.6L 自动智炫·精英型, 2018年,1.9万公里, 到店服务, 8.08万
日产 阳光 2015款 1.5XE 手动舒适版, 2015年,6.9万公里, 到店服务, 3.54万
五菱宏光 2019款 1.5L S标准型国VI LAR, 2019年,300公里, 店服务, 5.03万
福特 蒙迪欧 2013款 2.0L GTDi200时尚型, 2014年,9.7万公里, 到店服务, 9.29万
传祺GS8 2017款 320T 两驱豪华智联版（七座）, 2017年,2.7万公里, 到店服务, 12.79万
现代 名图 2017款 1.8L 自动智能型GLS 国V, 2017年,3.9万公里, 到店服务, 9.37万
大众 帕萨特 2013款 2.0TSI DSG御尊版, 2013年,9.8万公里, 到店服务, 9.19万
现代 领动 2016款 1.6L 自动智炫·精英型, 2017年,2.7万公里, 到店服务, 8.56万
别克 君越 2012款 2.4L SIDI舒适版, 2012年,9.2万公里, 到店服务, 6.21万
别克 英朗 2010款 XT 1.6L 自动时尚版, 2012年,8.8万公里, 到店服务, 4.40万
大众POLO 2016款 1.6L 自动舒适型, 2018年,2.9万公里, 到店服务, 6.78万
本田 奥德赛 2015款 改款 2.4L 舒适版, 2016年,8.0万公里, 到店服务, 16.28万
奔驰C级 2010款 C 260 CGI 时尚型, 2010年,9.6万公里, 到店服务, 9.49万
现代 索纳塔八 2014款 2.0L 自动豪华版, 2014年,6.6万公里, 到店服务, 7.51万
大众 辉昂 2018款 改款 380TSI 两驱商务版, 2019年,400公里, 店服务, 24.26万
斯柯达 速派 2013款 1.4TSI DSG绅仕版, 2014年,11.8万公里, 到店服务, 6.05万
大众 桑塔纳 2017款 浩纳 1.6L 自动风尚版, 2017年,6.2万公里, 到店服务, 6.51万
大众 速腾 2010款 1.4TSI 自动技术型, 2010年,7.0万公里, 到店服务, 4.19万
吉利 远景SUV 2016款 1.8L 手动豪华型, 2017年,3.1万公里, 到店服务, 4.93万
斯柯达 明锐 2018款 1.6L 自动豪华版, 2018年,4.4万公里, 到店服务, 9.12万
宝马5系 2014款 525Li 风尚设计套装, 2013年,10.2万公里, 到店服务, 22.80万
别克 凯越 2013款 1.5L 自动经典型, 2014年,4.9万公里, 到店服务, 3.63万
宝骏730 2014款 1.5L 手动舒适型 7座, 2015年,6.3万公里, 到店服务, 3.88万
本田 杰德 2014款 1.8L 自动舒适精英版 5座, 2015年,10.3万公里, 到店服务, 9.21万
现代 朗动 2013款 1.6L 自动领先型, 2014年,8.5万公里, 到店服务, 5.31万
吉利 远景X1 2017款 1.3L 自动玩家版, 2018年,1.4万公里, 到店服务, 4.28万
日产 轩逸 2016款 经典 1.6XE 自动舒适版, 2017年,2.6万公里, 到店服务, 6.31万
奥迪Q3 2013款 35 TFSI quattro 豪华型, 2014年,6.4万公里, 到店服务, 14.70万
宝马3系 2016款 320i M运动型, 2016年,5.9万公里, 到店服务, 19.98万
奇瑞 瑞虎5 2014款 2.0L 手动家尊版, 2014年,5.5万公里, 到店服务, 4.00万
奔驰E级 2016款 E 200 L 运动型, 2017年,2.4万公里, 到店服务, 31.44万
奔驰E级 2012款 E 300 L 时尚型, 2012年,11.6万公里, 到店服务, 16.37万
大众 途锐 2011款 3.0TSI 标配型(进口), 2013年,7.7万公里, 到店服务, 23.25万
别克 君威 2015款 GS 2.0T 豪情运动版, 2016年,5.8万公里, 到店服务, 10.97万
本田 飞度 2018款 1.5L CVT舒适天窗版, 2018年,3.1万公里, 到店服务, 7.26万
别克 君越 2010款 2.0T豪雅版, 2011年,14.7万公里, 到店服务, 6.33万
别克 凯越 2018款 15N CVT精英型, 2018年,1.2万公里, 到店服务, 4.84万
现代ix35 2018款 2.0L 自动两驱智勇·畅享版, 2018年,2.6万公里, 到店服务, 9.03万
长安 逸动 2015款 1.6L 手动豪华型 国IV, 2015年,3.4万公里, 到店服务, 3.29万
雪佛兰 科沃兹 2020款 Redline 325T 自动欣耀版 国VI, 2020年,0.8万公里, 到店服务, 6.98万
奔腾X40 2017款 1.6L 手动豪华型, 2017年,3.0万公里, 到店服务, 4.56万
丰田 雷凌 2016款 1.6G CVT精英版, 2016年,4.2万公里, 到店服务, 8.00万
斯柯达 明锐 2015款 1.6L 自动逸俊版, 2015年,7.0万公里, 到店服务, 7.55万
大众 高尔夫 2016款 230TSI 自动豪华型, 2016年,4.8万公里, 到店服务, 9.86万
大众 高尔夫 2012款 1.4TSI 自动豪华型, 2013年,9.9万公里, 到店服务, 7.30万
丰田 威驰 2017款 1.5L CVT创行版, 2019年,0.6万公里, 到店服务, 7.15万
大众 朗逸 2019款 280TSI DSG舒适版 国VI, 2020年,1.4万公里, 到店服务, 11.27万
本田 思域 2016款 220TURBO CVT豪华版, 2019年,1.5万公里, 到店服务, 12.08万
丰田 卡罗拉 2014款 1.6L CVT GL-i, 2016年,5.6万公里, 到店服务, 8.19万
三菱 劲炫ASX 2013款 2.0L CVT四驱尊贵版, 2015年,7.8万公里, 到店服务, 7.33万
大众 速腾 2014款 改款 1.4TSI 自动豪华型, 2015年,7.9万公里, 到店服务, 8.28万
现代ix25 2015款 1.6L 自动两驱智能型GLS, 2016年,6.3万公里, 到店服务, 7.15万
大众 凌渡 2018款 280TSI DSG舒适版, 2018年,2.5万公里, 到店服务, 12.73万
奔驰C级 2016款 C 200 L 运动型, 2017年,5.9万公里, 到店服务, 22.80万
别克GL8 2017款 25S 豪华型 国V, 2017年,4.1万公里, 到店服务, 18.59万
别克GL8 2017款 25S 尊贵型 国V, 2019年,1.5万公里, 到店服务, 21.56万
大众CC 2015款 1.8TSI 尊贵型, 2015年,5.3万公里, 到店服务, 13.94万
丰田 凯美瑞 2015款 骏瑞 2.0S 凌动版, 2015年,7.3万公里, 到店服务, 12.84万
长安 逸动 2015款 1.6L 手动豪华型 国IV, 2016年,5.2万公里, 到店服务, 3.71万
Jeep 自由光 2016款 2.4L 专业版, 2016年,6.9万公里, 到店服务, 11.96万
大众 宝来 2018款 1.5L 自动时尚型, 2018年,3.4万公里, 到店服务, 7.80万
大众 蔚领 2017款 230TSI DSG豪华型, 2018年,600公里, 店服务, 11.91万
大众POLO 2016款 1.6L 自动舒适型, 2017年,3.2万公里, 到店服务, 7.41万
哈弗H6 2017款 经典版 1.5T 手动两驱都市型, 2017年,3.8万公里, 到店服务, 5.77万
日产 骐达 2008款 1.6L 手动智能型, 2011年,7.2万公里, 到店服务, 3.26万
宝马3系 2016款 320Li 时尚型, 2016年,7.0万公里, 到店服务, 17.49万
奥迪A4L 2018款 30周年年型 40 TFSI 进取型, 2018年,2.1万公里, 到店服务, 21.38万
别克 君越 2016款 20T 精英型, 2017年,4.9万公里, 到店服务, 13.69万
标致408 2014款 1.8L 自动豪华版, 2015年,3.7万公里, 到店服务, 6.47万
奥迪A4L 2018款 30周年年型 40 TFSI 进取型, 2018年,3.6万公里, 到店服务, 21.23万
日产 天籁 2016款 改款 2.0L XL舒适版, 2018年,5.7万公里, 到店服务, 12.73万
日产 骐达 2016款 1.6L CVT智行版, 2017年,2.4万公里, 到店服务, 8.35万
金杯 小海狮X30 2018款 1.3L标准型DLCG12, 2018年,1.8万公里, 到店服务, 2.79万
奔驰A级 2019款 改款 A 200 L 运动轿车, 2019年,0.7万公里, 到店服务, 21.38万
大众 凌渡 2015款 230TSI 手动风尚版, 2015年,9.8万公里, 到店服务, 7.15万
日产 轩逸 2016款 1.6XL CVT豪华版, 2017年,5.5万公里, 到店服务, 8.36万
标致308 2014款 乐享版 经典 1.6L 自动风尚型, 2015年,9.8万公里, 到店服务, 5.49万
荣威350 2015款 1.5L 自动豪华天窗版, 2016年,5.3万公里, 到店服务, 4.36万
宝马3系 2020款 325i M运动套装, 2020年,500公里, 店服务, 27.51万
雪佛兰 科鲁泽 2019款 RS 330T 自动痛快版 国VI, 2020年,400公里, 店服务, 8.37万
宝马4系 2014款 420i 时尚型(进口), 2015年,5.9万公里, 到店服务, 23.52万
丰田 雷凌 2016款 1.6G CVT精英版, 2016年,2.9万公里, 到店服务, 7.84万
本田 凌派 2016款 1.8L CVT豪华版, 2018年,3.5万公里, 到店服务, 9.10万
MG 锐腾 2015款 1.5TGI TST豪华版, 2015年,15.6万公里, 到店服务, 6.12万
奥迪A6L 2012款 TFSI 标准型, 2013年,14.6万公里, 到店服务, 17.56万
奔驰C级 2017款 改款 C 200 L 运动版, 2017年,3.2万公里, 到店服务, 24.26万
猎豹CS10 2017款 2.0T 自动豪华型, 2017年,3.8万公里, 到店服务, 6.50万
现代 名图 2014款 1.8L 自动智能型GLS, 2014年,7.7万公里, 到店服务, 7.33万
起亚 智跑 2014款 2.0L 自动两驱版GL, 2014年,9.7万公里, 到店服务, 7.26万
